Run,Open (µs),Write (µs),Read (µs),Close (µs)
6792,1142.300,168.500,69.600,104.100
6793,489.900,219.600,13.900,124.900
6794,1005.500,163.600,13.100,98.800
6795,385.800,100.800,11.900,90.600
6796,655.300,199.400,13.900,214.600
6797,624.300,116.900,13.100,99.900
6798,921.300,117.000,13.200,142.700
6799,374.100,95.500,12.000,98.200
6800,1358.900,271.800,25.900,258.200
6801,497.600,150.400,12.100,142.900
6802,1437.500,214.100,154.000,208.200
6803,1434.600,226.900,26.100,204.100
6804,648.900,125.400,15.000,100.400
6805,557.900,321.500,157.200,286.900
6806,1060.800,117.300,14.100,139.800
6807,748.100,313.000,113.400,204.500
6808,411.100,127.100,13.300,95.400
6809,1300.800,330.800,28.000,212.500
6810,534.600,190.800,12.900,101.600
6811,1583.500,363.500,102.000,226.700
6812,899.700,220.100,66.800,102.700
6813,968.800,148.600,13.800,103.800
6814,875.300,225.600,24.700,279.700
6815,793.400,127.200,13.100,101.000
6816,643.100,106.500,12.900,91.400
6817,1149.500,281.800,222.700,158.900
6818,385.200,413.500,145.000,112.300
6819,1031.300,105.900,14.400,68.400
6820,1509.300,244.700,90.100,137.200
6821,491.500,124.300,13.200,112.000
6822,912.600,117.100,12.800,89.600
6823,792.100,114.200,13.300,241.400
6824,871.500,107.400,14.000,99.600
6825,691.400,148.300,151.700,226.300
6826,1160.900,447.400,28.400,255.800
6827,457.000,111.400,12.300,132.900
6828,738.000,120.200,12.500,80.100
6829,509.800,110.000,12.800,134.900
6830,400.100,380.500,27.000,330.800
6831,1386.500,358.900,26.500,284.800
6832,439.200,127.600,13.900,98.000
6833,708.100,195.500,70.200,154.800
6834,479.900,113.900,12.600,88.400
6835,516.500,135.900,12.500,105.800
6836,402.800,99.100,11.900,69.300
6837,989.500,300.500,24.900,207.700
6838,821.400,148.700,12.700,93.200
6839,500.000,213.100,27.300,193.900
6840,905.900,119.000,12.800,104.200
6841,534.100,120.100,14.100,226.400
6842,1167.200,148.900,12.600,188.000
6843,607.600,105.400,13.600,322.200
6844,946.600,123.400,13.400,101.500
6845,507.100,108.300,13.500,113.400
6846,515.900,315.200,54.400,203.700
6847,589.800,420.500,73.900,106.300
6848,1105.400,202.100,69.700,104.400
6849,976.800,197.600,87.200,120.000
6850,513.300,125.600,14.200,91.300
6851,956.200,108.800,12.500,281.200
6852,1004.700,246.400,24.800,196.400
6853,1170.300,131.400,13.700,98.200
6854,793.200,104.200,12.000,94.500
6855,793.300,428.900,31.700,156.100
6856,1064.500,141.500,12.700,150.800
6857,951.900,290.000,14.800,384.400
6858,1182.000,256.100,82.200,253.500
6859,467.600,124.600,13.700,102.300
6860,413.600,104.000,12.600,94.600
6861,517.800,357.800,218.000,246.800
6862,929.400,237.900,29.000,205.500
6863,536.700,137.700,184.400,296.800
6864,427.000,96.500,13.200,143.500
6865,1419.300,237.300,25.300,259.300
6866,372.900,509.000,27.000,224.100
6867,463.300,105.300,13.400,94.400
6868,1593.500,561.700,27.900,233.000
6869,696.600,121.200,13.400,209.800
6870,342.700,104.800,11.500,142.900
6871,1573.000,345.400,27.300,396.200
6872,1149.100,219.700,127.100,257.300
6873,688.500,123.500,13.500,372.400
6874,1138.600,185.300,69.700,138.700
6875,587.200,113.600,12.200,93.900
6876,680.200,416.100,103.200,201.300
6877,951.300,159.300,67.200,100.200
6878,645.000,192.100,12.700,93.400
6879,475.300,116.200,191.200,344.700
6880,1172.700,133.700,14.800,107.200
6881,1120.200,127.900,13.900,102.900
6882,532.400,111.400,12.700,97.300
6883,946.900,199.500,70.900,115.300
6884,517.100,123.800,12.400,91.800
6885,973.700,211.800,106.800,359.500
6886,400.200,106.100,12.900,99.200
6887,833.700,131.400,106.900,240.000
6888,452.900,359.000,80.900,114.500
6889,540.600,187.600,74.200,97.900
6890,916.200,262.600,26.100,416.300
6891,1026.200,136.200,123.100,217.400
6892,612.800,119.200,12.900,100.300
6893,1053.000,131.200,12.400,97.400
6894,913.800,132.300,13.200,83.700
6895,393.200,105.900,12.800,91.500
6896,742.500,179.100,13.400,97.000
6897,700.300,117.200,12.500,132.500
6898,467.400,144.200,10.900,92.000
6899,582.600,109.400,12.800,97.400
6900,629.200,287.900,75.700,133.500
6901,839.600,253.000,25.400,360.600
6902,1372.200,206.700,24.400,199.600
6903,783.600,123.600,13.300,312.800
6904,657.300,140.300,102.000,233.700
6905,1277.900,252.100,26.200,203.800
6906,585.800,133.300,13.900,98.300
6907,505.100,127.200,13.100,103.500
6908,673.700,110.000,13.300,95.700
6909,558.100,185.500,71.100,101.300
6910,389.300,111.300,13.500,83.800
6911,1277.700,399.700,37.800,262.900
6912,616.000,128.200,12.700,129.800
6913,741.800,107.700,14.100,414.900
6914,432.500,110.300,13.600,355.200
6915,526.700,113.400,13.100,96.800
6916,949.000,108.200,13.400,97.900
6917,607.800,120.800,12.500,93.200
6918,1012.900,116.500,12.900,96.900
6919,858.800,105.500,11.800,207.400
6920,1004.600,110.600,13.100,134.700
6921,1028.900,438.600,131.200,270.500
6922,1144.300,329.600,171.500,128.000
6923,507.000,347.900,33.700,263.100
6924,629.300,185.500,155.000,252.700
6925,529.900,118.500,13.100,101.300
6926,720.200,124.900,14.000,94.600
6927,989.000,224.700,76.500,102.900
6928,1155.600,228.000,29.500,419.500
6929,702.100,249.800,161.000,194.500
6930,766.100,237.700,26.300,243.400
6931,1342.400,130.500,14.300,109.200
6932,526.300,163.100,13.000,95.400
6933,1260.100,524.500,117.800,264.300
6934,550.600,216.100,76.000,97.100
6935,696.000,107.900,11.900,89.200
6936,461.400,130.000,13.400,99.300
6937,659.600,107.700,12.900,90.000
6938,1119.100,300.500,146.300,259.600
6939,980.300,208.400,163.000,118.000
6940,683.300,135.900,12.400,149.100
6941,1057.900,177.200,14.100,98.200
6942,1158.900,212.500,16.000,119.500
6943,795.600,117.400,13.200,94.100
6944,722.000,280.000,158.800,243.300
6945,1511.200,242.600,25.300,212.500
6946,1269.900,132.600,12.900,95.700
6947,917.100,116.900,11.700,214.400
6948,339.600,168.000,19.500,115.600
6949,1161.100,110.000,12.700,100.000
6950,742.900,190.700,13.500,116.600
6951,553.700,183.100,151.800,281.500
6952,940.500,127.900,114.400,236.100
6953,652.300,192.600,42.600,107.000
6954,687.300,261.700,25.000,200.800
6955,414.100,104.900,13.000,306.300
6956,623.700,309.800,23.800,209.600
6957,530.700,118.000,86.800,99.600
6958,465.800,491.100,26.600,311.700
6959,1557.900,252.500,16.600,120.200
6960,677.800,486.900,27.300,251.100
6961,804.100,141.700,14.100,112.000
6962,703.500,305.000,25.400,267.700
6963,1060.200,133.600,13.100,197.500
6964,454.500,271.600,71.500,104.600
6965,375.500,99.400,11.700,91.400
6966,898.200,209.500,14.100,142.300
6967,407.400,122.400,11.700,85.900
6968,381.600,104.500,10.600,295.900
6969,895.800,253.200,24.800,158.600
6970,468.200,129.600,12.700,147.200
6971,586.200,135.900,13.300,162.500
6972,1221.300,143.700,13.700,113.900
6973,681.700,253.500,24.700,209.200
6974,896.500,113.900,12.300,128.500
6975,1135.900,142.300,12.800,111.700
6976,733.700,150.300,116.100,224.400
6977,1049.000,191.400,67.700,122.000
6978,347.200,319.900,26.000,228.900
6979,675.500,157.200,178.600,243.400
6980,496.900,105.300,12.900,88.000
6981,1066.200,131.000,13.800,97.100
6982,1050.400,216.300,28.000,353.300
6983,632.900,120.200,13.900,97.700
6984,364.500,125.500,11.800,327.300
6985,912.600,247.300,85.100,103.600
6986,907.800,264.300,70.600,105.400
6987,533.000,235.900,25.400,221.600
6988,387.400,114.800,13.000,146.600
6989,790.400,109.800,13.000,234.400
6990,670.400,253.600,138.700,105.000
6991,845.500,103.700,13.600,175.100
6992,620.000,105.500,12.400,94.100
6993,671.000,363.700,139.100,345.700
6994,1049.800,370.500,27.800,236.100
6995,1124.300,123.200,71.200,354.900
6996,877.000,126.800,13.300,145.200
6997,443.400,112.400,12.300,148.600
6998,527.200,110.300,13.300,100.800
6999,1329.700,118.400,12.300,131.800
7000,439.700,378.600,26.100,204.300
7001,600.600,102.900,12.200,93.200
7002,1174.500,463.000,33.900,237.600
7003,1016.200,140.400,13.300,116.700
7004,463.700,103.100,12.300,65.800
7005,468.600,137.400,75.500,92.600
7006,904.700,111.800,10.900,123.800
7007,933.700,134.800,80.700,108.100
7008,404.500,316.900,49.300,110.100
7009,1120.800,132.800,14.200,100.700
7010,710.600,124.100,12.000,217.800
7011,475.600,104.100,72.200,95.700
7012,344.000,272.500,154.800,214.200
7013,346.000,174.000,117.600,310.400
7014,1161.300,277.500,26.100,240.500
7015,572.400,124.700,14.200,100.600
7016,490.300,128.200,13.300,193.100
7017,799.800,204.100,64.500,101.000
7018,1322.500,258.000,28.400,179.000
7019,1278.500,217.100,15.000,107.300
7020,800.700,415.900,149.300,241.100
7021,550.200,142.000,13.200,110.700
7022,1377.900,237.800,26.600,354.500
7023,797.700,157.000,171.000,277.700
7024,632.300,128.400,72.200,107.300
7025,352.000,110.700,12.500,94.600
7026,1007.500,104.200,11.700,85.100
7027,581.100,162.100,12.900,96.700
7028,1025.700,236.900,24.500,309.700
7029,417.700,112.100,13.100,140.700
7030,802.900,121.000,167.200,221.600
7031,435.200,135.400,12.300,96.600
7032,1018.400,161.400,13.500,99.400
7033,1413.700,599.400,24.700,293.800
7034,433.200,118.600,21.700,231.200
7035,1114.200,209.100,125.800,244.200
7036,1174.200,116.200,16.600,188.800
7037,1102.100,123.800,13.200,99.900
7038,851.200,124.800,78.400,99.100
7039,360.900,92.500,12.800,139.200
7040,801.700,383.400,61.200,141.000
7041,1148.600,421.700,27.000,179.100
7042,1317.100,119.800,13.500,92.200
7043,738.700,152.200,146.700,98.200
7044,1183.400,245.400,24.900,196.700
7045,774.200,135.300,129.400,278.700
7046,380.900,131.400,15.100,146.800
7047,385.500,168.700,182.800,227.400
7048,697.000,211.300,13.500,144.900
7049,832.800,389.800,16.700,566.800
7050,1066.900,141.800,14.000,337.000
7051,1251.100,141.700,13.700,270.100
7052,1392.800,262.600,38.000,297.600
7053,1104.800,131.100,13.400,98.700
7054,543.300,107.200,12.300,193.400
7055,503.200,299.200,26.400,245.700
7056,1361.400,288.600,65.600,150.300
7057,655.300,125.600,12.800,96.100
7058,1114.200,296.100,28.300,192.100
7059,515.900,370.700,166.600,295.600
7060,1216.700,113.200,13.400,207.900
7061,585.200,343.600,26.700,206.000
7062,513.900,465.200,177.900,264.300
7063,954.100,243.800,25.600,258.200
7064,818.300,121.200,13.700,100.500
7065,1247.300,119.700,12.900,94.600
7066,930.600,249.600,125.700,210.300
7067,1376.200,372.400,167.600,276.600
7068,455.700,118.000,14.000,98.700
7069,930.300,160.400,18.000,101.700
7070,1191.100,109.200,20.600,386.100
7071,1178.300,202.700,152.500,246.400
7072,525.600,345.100,25.500,232.800
7073,419.000,330.500,32.100,240.200
7074,621.700,369.100,25.700,369.700
7075,431.800,311.800,150.900,240.400
7076,611.300,98.200,14.900,150.500
7077,1333.900,295.800,103.400,128.200
7078,577.300,112.000,12.100,201.500
7079,369.400,296.300,106.300,216.000
7080,998.500,149.500,13.500,108.000
7081,486.200,171.200,69.600,131.000
7082,477.000,103.800,13.400,293.300
7083,692.900,115.500,12.000,88.100
7084,420.500,98.400,11.200,67.900
7085,354.600,90.700,11.000,134.200
7086,1181.800,274.500,70.800,133.200
7087,1364.600,281.700,27.500,228.900
7088,500.400,308.100,194.300,182.600
7089,406.700,105.800,14.000,119.000
7090,1424.700,122.400,71.900,107.000
7091,640.900,98.100,11.500,122.700
7092,994.900,128.100,13.000,357.200
7093,605.600,143.800,159.200,283.500
7094,674.700,126.400,12.300,100.800
7095,468.500,126.800,13.300,163.900
7096,381.900,125.000,12.500,89.300
7097,575.600,244.700,148.800,262.100
7098,587.900,107.500,13.300,115.600
7099,906.900,157.800,53.300,131.300
7100,491.100,328.900,14.500,115.200
7101,748.000,104.500,12.400,428.600
7102,907.300,124.300,12.300,103.700
7103,365.600,105.500,122.900,219.000
7104,444.200,116.400,14.100,289.600
7105,1246.200,122.900,11.600,264.500
7106,1064.000,116.700,12.800,100.500
7107,358.100,108.200,113.100,260.100
7108,1283.700,448.800,61.800,346.900
7109,563.200,116.900,14.000,97.600
7110,706.700,129.700,75.100,104.500
7111,484.600,136.600,12.900,94.100
7112,400.300,163.800,13.700,104.900
7113,519.800,108.400,13.500,96.500
7114,449.600,133.900,12.600,93.100
7115,516.800,113.100,11.900,67.400
7116,533.600,119.400,109.500,226.300
7117,918.300,180.000,13.200,107.800
7118,351.600,100.900,11.500,62.700
7119,390.000,163.300,74.700,95.000
7120,631.600,88.400,10.400,91.500
7121,1168.200,126.100,14.300,110.500
7122,576.000,124.700,114.600,219.000
7123,536.500,357.100,24.100,217.000
7124,757.800,175.500,68.900,108.100
7125,503.500,102.900,11.600,92.700
7126,569.800,105.700,12.700,89.200
7127,975.000,125.200,14.300,101.100
7128,748.300,221.300,96.100,216.300
7129,465.900,123.100,11.600,94.500
7130,737.400,315.900,24.000,177.600
7131,455.900,111.900,72.700,142.900
7132,1377.200,261.800,28.400,421.400
7133,1329.600,216.700,88.400,117.200
7134,1249.100,114.000,13.000,282.400
7135,465.700,117.600,61.500,103.800
7136,541.300,126.500,104.100,366.500
7137,368.000,112.900,13.200,93.400
7138,690.100,136.900,12.900,102.400
7139,437.500,102.000,12.600,86.600
7140,422.600,109.400,12.700,93.300
7141,1610.500,219.700,24.200,190.800
7142,1284.500,254.000,24.400,295.700
7143,837.200,139.300,12.900,105.200
7144,907.000,107.600,12.000,95.600
7145,598.100,399.200,99.200,254.500
7146,1322.000,135.100,14.100,204.300
7147,547.900,427.300,26.000,228.000
7148,648.600,121.100,12.900,96.900
7149,467.500,387.600,26.000,291.400
7150,347.000,117.100,173.000,244.500
7151,584.200,164.700,13.100,248.100
7152,922.100,328.700,27.400,208.500
7153,1357.900,126.100,13.800,102.300
7154,759.700,141.900,13.300,160.000
7155,838.900,230.200,141.300,255.600
7156,1143.500,540.300,90.900,249.800
7157,593.900,139.100,13.000,104.100
7158,451.800,126.500,12.600,125.500
7159,1580.800,122.500,13.300,97.100
7160,458.200,176.700,66.800,97.800
7161,377.600,98.800,13.500,303.100
7162,1257.500,352.500,29.800,330.900
7163,529.900,300.000,160.000,267.000
7164,653.400,133.200,13.200,101.000
7165,1528.000,127.000,13.500,138.100
7166,429.700,403.200,26.300,203.700
7167,441.000,193.300,13.700,91.400
7168,321.800,95.200,11.800,81.300
7169,1020.100,392.700,32.500,314.900
7170,844.000,116.200,13.400,75.900
7171,1231.900,342.500,95.300,232.500
7172,415.300,395.900,24.800,221.800
7173,834.300,150.500,16.200,179.900
7174,982.800,426.100,21.500,138.800
7175,444.000,394.700,25.800,240.400
7176,1118.700,125.200,14.700,105.000
7177,583.400,119.500,11.300,89.000
7178,403.800,125.000,10.900,89.300
7179,1267.300,213.000,25.700,261.800
7180,1174.000,556.700,27.400,240.200
7181,1110.000,289.300,16.200,112.700
7182,1096.000,142.300,13.200,139.600
7183,782.600,171.900,74.700,97.000
7184,547.700,111.300,12.900,375.300
7185,368.800,132.600,189.000,241.700
7186,1233.100,118.500,13.200,98.400
7187,941.200,378.000,26.000,342.000
7188,957.500,239.300,24.000,295.600
7189,1389.200,374.600,16.900,138.200
7190,1017.100,122.700,13.300,105.200
7191,455.400,187.300,241.700,274.200
7192,525.900,122.900,12.600,93.800
7193,410.200,97.000,12.900,351.800
7194,1218.900,315.100,26.900,197.400
7195,726.600,112.100,13.900,136.200
7196,772.400,113.400,12.700,70.300
7197,451.300,276.200,122.900,320.400
7198,1401.400,256.200,30.400,477.200
7199,510.100,154.400,13.100,143.200
7200,421.600,169.400,87.500,101.400
7201,389.100,178.300,154.800,236.900
7202,356.800,204.100,163.100,279.000
7203,1480.800,276.200,70.200,120.700
7204,975.000,113.700,12.900,94.700
7205,486.300,111.400,88.800,105.700
7206,975.200,139.400,11.400,108.600
7207,508.400,139.300,11.800,301.300
7208,1062.300,253.300,69.400,176.400
7209,477.600,369.800,26.500,305.200
7210,693.300,297.500,150.100,242.600
7211,653.100,117.700,13.000,96.700
7212,1398.800,138.900,15.300,102.000
7213,767.300,172.700,12.500,95.000
7214,480.800,120.800,71.500,128.600
7215,1052.000,155.100,12.400,97.900
7216,433.600,107.300,11.600,88.100
7217,378.200,140.600,13.300,100.200
7218,1354.700,689.000,35.400,191.900
7219,1111.600,202.800,69.100,107.900
7220,365.300,326.200,166.000,275.400
7221,472.400,107.700,13.300,136.000
7222,548.400,303.400,33.000,372.500
7223,975.500,116.300,13.000,99.100
7224,1410.300,571.200,35.000,253.200
7225,702.100,217.300,89.000,102.700
7226,1214.000,128.600,13.600,101.400
7227,998.900,285.000,28.200,253.100
7228,541.000,232.200,68.600,116.100
7229,475.500,253.600,61.900,104.300
7230,518.300,354.500,138.800,264.300
7231,766.100,110.000,12.300,133.800
7232,741.600,452.200,80.800,149.600
7233,654.900,116.900,12.600,138.200
7234,1246.700,125.300,12.200,266.200
7235,617.000,107.900,12.500,75.400
7236,495.500,240.700,12.700,97.000
7237,460.500,215.800,186.000,255.200
7238,857.000,129.200,13.500,147.400
7239,644.300,115.900,11.800,96.500
7240,1159.900,161.200,13.100,96.200
7241,1003.400,141.700,12.900,100.500
7242,430.200,158.500,13.500,92.400
7243,380.300,121.600,12.900,363.100
7244,929.900,133.800,13.400,83.200
7245,1099.100,310.300,13.300,109.600
7246,967.000,402.700,32.700,228.200
7247,1082.200,175.200,68.700,106.700
7248,1051.300,624.600,28.600,257.400
7249,742.900,131.700,13.600,102.400
7250,661.400,101.900,12.600,96.500
7251,645.600,118.300,14.200,98.600
7252,440.600,98.200,12.800,96.400
7253,564.900,302.600,63.000,117.400
7254,714.400,149.000,13.300,136.300
7255,337.800,114.400,11.800,353.500
7256,940.100,123.200,13.500,149.800
7257,647.300,113.400,12.600,164.900
7258,459.900,382.000,35.300,252.300
7259,595.200,384.400,214.300,248.800
7260,631.600,172.200,13.700,96.200
7261,1123.200,274.600,14.400,126.700
7262,388.900,289.700,130.200,106.300
7263,1285.000,298.200,19.300,127.600
7264,703.200,114.300,14.000,93.200
7265,523.200,119.400,12.000,89.000
7266,541.900,106.000,11.000,91.700
7267,1491.700,540.500,19.000,156.800
7268,1401.700,275.700,14.300,110.800
7269,633.900,134.900,191.600,216.300
7270,412.500,132.400,186.700,235.400
7271,433.000,111.600,13.600,96.300
7272,1216.400,279.000,79.600,120.000
7273,946.900,196.000,186.200,225.000
7274,1144.600,307.300,27.600,219.800
7275,539.800,122.600,74.700,185.400
7276,985.500,316.200,159.600,228.600
7277,1254.700,335.100,105.000,248.000
7278,1032.400,313.700,157.400,236.400
7279,882.700,130.700,13.000,87.900
7280,484.600,104.600,12.500,178.000
7281,578.600,105.000,115.600,194.400
7282,669.300,133.300,11.400,92.500
7283,1066.700,152.700,12.800,105.400
7284,684.200,106.700,14.100,72.300
7285,463.400,97.400,12.400,70.000
7286,394.900,112.800,13.100,94.900
7287,574.100,139.200,13.100,412.800
7288,618.100,156.800,166.600,447.200
7289,590.500,171.300,85.900,103.900
7290,1436.100,264.500,24.200,309.300
7291,509.700,180.100,65.500,110.700
7292,1276.000,175.500,13.800,98.600
7293,929.400,127.300,12.900,139.600
7294,776.300,105.800,13.100,87.600
7295,665.700,130.600,68.900,95.400
7296,335.200,96.000,11.000,92.100
7297,1449.200,427.400,118.600,252.200
7298,907.100,418.700,175.600,254.700
7299,791.800,121.000,13.100,137.100
7300,422.500,171.300,70.800,101.800
7301,1058.800,163.400,64.500,97.300
7302,527.500,240.200,161.100,256.100
7303,504.700,373.600,26.300,242.200
7304,816.200,248.600,94.800,123.300
7305,472.700,118.600,140.400,186.800
7306,1111.400,137.500,11.800,91.800
7307,1800.400,151.100,14.900,204.100
7308,463.000,106.000,13.000,261.600
7309,383.500,96.800,13.300,84.800
7310,433.600,241.400,65.600,141.100
7311,1883.700,138.400,12.600,97.700
7312,482.200,134.800,12.400,110.200
7313,598.700,239.100,24.500,357.200
7314,483.000,115.200,170.300,228.100
7315,756.000,118.600,14.100,98.000
7316,1088.700,115.500,13.200,95.600
7317,1194.500,559.300,14.300,125.900
7318,877.300,440.700,27.800,222.800
7319,498.900,108.000,12.500,319.200
7320,896.200,114.000,13.400,102.700
7321,687.200,117.300,13.400,94.300
7322,1066.200,226.600,26.300,211.400
7323,1313.500,225.800,87.200,108.300
7324,842.400,427.800,14.000,157.500
7325,626.100,133.700,12.900,83.300
7326,858.500,631.700,21.800,402.100
7327,1226.800,219.300,11.000,141.600
7328,670.200,295.400,162.800,265.500
7329,485.100,396.800,26.500,198.900
7330,959.000,190.000,13.100,108.700
7331,395.400,126.800,11.700,103.100
7332,460.900,214.200,163.500,207.300
7333,507.000,106.000,13.700,90.600
7334,1131.500,434.700,27.100,235.700
7335,935.100,368.500,134.700,279.100
7336,1597.900,148.700,14.100,118.500
7337,556.600,129.600,12.900,100.000
7338,599.700,404.200,27.400,240.100
7339,576.700,123.700,13.700,419.300
7340,786.800,273.800,144.700,146.400
7341,1009.800,116.100,13.000,98.900
7342,1136.100,117.900,12.500,106.900
7343,605.200,116.300,12.500,166.100
7344,1343.600,336.900,37.700,274.400
7345,696.200,228.700,19.300,115.200
7346,581.200,309.200,129.400,258.200
7347,408.300,358.400,66.500,158.900
7348,429.900,117.700,13.800,215.800
7349,427.300,110.200,180.300,285.900
7350,426.500,98.000,12.400,188.800
7351,438.600,116.100,13.200,381.700
7352,367.000,148.500,14.100,129.600
7353,755.100,105.800,12.900,89.200
7354,364.800,168.400,13.900,123.500
7355,1048.700,228.400,43.600,137.600
7356,549.200,115.700,18.100,154.100
7357,484.000,106.300,21.300,502.700
7358,1204.500,209.700,91.900,117.500
7359,669.800,211.800,164.800,302.600
7360,544.000,115.000,12.900,128.500
7361,877.100,377.100,169.600,259.700
7362,429.000,109.200,13.200,99.700
7363,667.600,120.300,13.600,195.600
7364,1277.500,289.300,100.800,99.600
7365,1673.900,393.300,29.600,259.000
7366,882.100,381.800,33.200,271.100
7367,699.400,287.200,24.900,260.200
7368,1028.800,392.100,28.300,385.000
7369,483.400,165.700,13.800,104.900
7370,683.800,133.000,13.000,152.500
7371,386.300,95.700,11.900,148.100
7372,1604.600,378.500,34.900,197.800
7373,1469.400,265.900,114.800,817.000
7374,983.800,143.000,13.800,162.500
7375,501.200,132.000,12.300,96.400
7376,870.800,105.200,12.600,113.800
7377,504.400,392.400,83.700,275.900
7378,493.800,114.000,14.400,96.000
7379,624.800,108.900,12.600,242.100
7380,1069.100,241.100,25.200,231.500
7381,1593.100,271.800,27.300,204.700
7382,774.800,359.000,34.800,251.400
7383,2006.900,246.100,26.300,246.300
7384,448.400,140.300,14.200,99.800
7385,1349.000,180.000,13.900,93.800
7386,1400.500,308.300,697.800,263.000
7387,734.400,117.200,13.100,145.500
7388,1274.200,308.600,172.200,255.900
7389,1435.800,186.600,175.900,261.100
7390,1075.900,299.700,176.500,279.500
7391,917.600,187.800,73.700,113.300
7392,1135.000,136.500,12.200,284.200
7393,474.500,428.000,17.400,380.900
7394,478.800,482.400,27.000,207.700
7395,1691.500,271.400,24.700,270.800
7396,1213.800,157.200,114.800,281.800
7397,1103.400,267.200,24.400,224.300
7398,1506.900,271.100,76.100,254.000
7399,779.000,134.000,14.200,99.800
7400,826.100,150.500,178.000,256.200
7401,1858.400,243.700,25.900,213.500
7402,842.700,311.300,24.900,426.400
7403,1558.900,437.800,34.500,253.100
7404,1224.100,423.100,30.700,224.100
7405,1461.300,136.900,14.600,115.800
7406,464.000,122.900,12.800,91.400
7407,1111.800,249.600,27.000,217.900
7408,1028.100,126.600,13.900,374.300
7409,1324.000,405.000,169.900,217.800
7410,358.400,302.100,153.000,232.900
7411,1552.000,264.900,24.400,205.900
7412,433.000,268.400,143.100,242.200
7413,456.600,353.900,474.700,292.100
7414,1368.500,140.900,14.100,162.700
7415,405.200,233.700,162.000,274.400
7416,504.600,252.100,11.800,100.500
7417,825.700,139.700,14.700,109.800
7418,930.900,485.800,52.300,327.400
7419,1551.600,127.600,14.100,334.100
7420,1052.900,127.000,13.200,101.300
7421,388.100,110.200,193.800,134.100
7422,839.600,577.700,16.400,136.300
7423,1092.500,377.400,28.900,231.500
7424,1146.800,155.000,14.000,249.600
7425,2207.900,258.300,24.500,200.000
7426,1818.700,266.100,33.200,225.900
7427,1594.000,518.500,110.100,283.500
7428,1367.900,234.200,25.200,204.200
7429,417.000,148.800,180.000,469.400
7430,1542.500,141.800,14.100,107.200
7431,427.200,112.400,12.000,225.800
7432,452.300,118.800,12.600,117.300
7433,410.900,94.100,11.900,111.200
7434,1334.200,313.000,32.400,333.000
7435,1060.600,373.000,30.400,314.400
7436,1204.800,429.000,33.900,250.700
7437,423.300,129.400,13.700,117.700
7438,981.300,231.100,26.600,225.000
7439,394.400,175.100,15.400,98.700
7440,1665.100,258.100,28.500,193.900
7441,8723.900,176.000,22.700,276.900
7442,1710.300,330.100,32.600,244.600
7443,2077.200,181.800,21.900,1317.100
7444,1409.900,411.600,20.900,142.200
7445,3992.000,249.200,759.000,1242.500
7446,4096.200,306.200,32.200,301.200
7447,748.400,195.100,19.800,147.800
7448,657.900,154.300,18.300,153.700
7449,549.600,161.400,138.800,181.800
7450,1098.000,304.700,26.300,238.400
7451,1127.500,242.500,28.700,693.600
7452,1147.800,215.500,375.000,168.700
7453,1087.300,248.200,24.900,162.900
7454,758.800,157.700,17.900,166.600
7455,778.100,222.500,70.400,147.000
7456,786.900,171.100,131.400,192.100
7457,696.000,374.900,20.200,155.700
7458,700.800,367.800,19.800,204.600
7459,984.700,250.300,81.600,150.100
7460,609.200,366.400,20.300,165.200
7461,1369.900,386.400,72.700,253.300
7462,704.200,281.500,1270.000,237.600
7463,698.000,178.700,19.600,145.600
7464,731.400,190.200,20.800,145.700
7465,1047.800,194.700,110.600,155.600
7466,785.500,156.600,18.500,204.500
7467,965.500,237.100,101.800,144.200
7468,1079.300,178.600,18.300,143.000
7469,1477.900,360.300,27.000,208.000
7470,1047.600,264.500,27.400,229.500
7471,1220.100,332.200,26.800,221.700
7472,1065.200,371.400,36.600,263.200
7473,1070.100,315.200,102.000,314.400
7474,1034.300,171.300,19.700,160.500
7475,663.900,313.300,21.100,210.600
7476,2021.500,358.600,29.100,175.900
7477,1660.600,362.600,27.800,194.700
7478,943.200,159.500,18.700,227.100
7479,1294.600,275.500,15.400,315.000
7480,459.100,445.000,32.400,279.100
7481,1418.500,572.700,160.000,238.500
7482,1165.300,1135.200,88.300,158.600
7483,647.000,275.200,29.200,258.600
7484,1110.200,332.000,35.700,248.400
7485,1374.800,240.200,28.800,312.800
7486,1202.800,255.100,25.700,188.500
7487,1115.300,170.900,140.200,243.200
7488,1055.100,289.500,26.600,206.800
7489,1701.000,324.200,99.600,292.900
7490,433.800,285.300,84.200,212.400
7491,1046.100,278.300,28.500,233.800
7492,4352.600,214.900,23.900,153.100
7493,1560.900,250.300,88.400,157.300
7494,874.900,352.900,18.500,138.200
7495,872.500,255.900,19.600,138.000
7496,1222.300,236.600,114.300,147.300
7497,588.900,292.900,17.200,188.400
7498,557.500,234.900,19.000,169.200
7499,1269.700,412.300,22.400,174.000
7500,1226.400,293.200,121.400,249.300
7501,557.200,258.100,15.700,299.900
7502,1473.400,277.900,18.400,130.700
7503,1056.900,322.200,32.300,234.700
7504,485.800,181.800,119.300,214.200
7505,526.100,114.400,14.200,108.300
7506,757.000,159.900,16.800,76.800
7507,838.100,118.800,122.500,218.700
7508,606.400,128.700,13.300,71.300
7509,486.300,114.900,16.000,92.100
7510,923.900,105.100,11.600,92.800
7511,885.000,126.000,11.800,88.800
7512,766.400,300.000,13.600,95.800
7513,451.500,106.800,76.800,100.900
