Run,Open (µs),Write (µs),Read (µs),Close (µs)
418,1069.800,138.600,112.300,73.400
419,476.600,503.000,134.000,117.200
420,415.700,116.800,12.700,67.900
421,1177.900,133.900,14.300,104.300
422,741.400,163.800,14.200,101.700
423,1218.100,334.500,195.000,241.900
424,1019.700,287.700,30.200,208.600
425,576.900,156.000,15.800,113.200
426,878.100,420.400,173.300,267.200
427,1205.700,160.100,14.700,111.700
428,782.900,140.900,14.700,365.300
429,1088.900,369.300,77.400,109.600
430,728.400,163.600,15.700,103.800
431,509.000,176.100,74.100,104.700
432,1238.000,135.500,13.400,100.900
433,470.700,377.400,36.200,236.200
434,689.200,353.700,108.700,273.900
435,593.400,172.600,125.500,130.300
436,1253.000,178.700,15.500,178.900
437,1622.500,133.200,15.000,107.500
438,1194.300,280.800,28.000,205.500
439,521.500,133.200,14.600,119.500
440,576.800,121.000,14.300,108.900
441,549.900,268.300,27.900,158.200
442,1091.700,128.400,14.600,98.200
443,406.700,117.700,13.900,92.200
444,1329.400,171.300,76.400,118.900
445,506.100,354.000,30.000,225.500
446,559.000,186.400,17.500,109.800
447,449.500,129.100,13.000,89.100
448,356.900,110.700,12.800,90.300
449,902.000,136.600,15.000,100.400
450,384.200,213.100,149.600,279.600
451,794.700,178.200,64.500,106.000
452,507.100,137.700,14.000,226.200
453,688.600,129.500,13.200,94.500
454,443.900,182.900,20.000,159.300
455,457.600,152.200,15.300,99.300
456,863.000,213.100,17.400,131.400
457,1178.600,265.000,26.900,196.300
458,1145.800,317.200,29.000,286.800
459,766.000,128.800,15.500,106.300
460,501.600,124.900,15.000,364.900
461,1117.000,299.500,17.700,179.200
462,763.300,119.400,14.300,96.600
463,862.900,246.900,16.000,116.300
464,498.300,132.000,15.200,126.500
465,1159.400,288.500,45.500,268.400
466,691.400,144.400,16.300,102.400
467,1332.000,285.500,28.200,316.300
468,495.900,172.800,13.800,103.100
469,479.400,316.500,237.500,235.700
470,1107.800,287.000,115.100,220.500
471,812.000,139.100,81.300,106.700
472,394.800,134.600,75.200,114.300
473,1126.600,137.000,15.000,158.600
474,953.000,133.800,14.400,134.500
475,1065.700,303.200,89.300,104.300
476,647.200,197.700,17.100,96.500
477,832.800,262.000,180.700,120.600
478,1471.200,159.600,15.200,138.600
479,375.000,105.700,14.100,76.600
480,358.100,112.800,13.200,92.600
481,686.300,144.100,14.400,100.400
482,783.600,130.000,14.900,106.500
483,495.400,123.800,13.700,129.800
484,984.200,139.300,13.900,180.200
485,463.300,122.500,14.800,113.600
486,1332.800,275.200,27.700,242.600
487,594.100,144.400,15.500,152.300
488,428.100,156.300,14.600,94.700
489,1102.700,295.100,134.200,106.100
490,1303.600,603.700,32.100,453.300
491,461.500,408.300,77.400,106.900
492,942.200,140.000,14.100,161.400
493,1581.800,186.500,16.800,139.700
494,1040.600,257.600,158.700,110.900
495,1022.300,413.000,34.800,245.200
496,691.900,185.800,104.200,137.600
497,514.300,259.100,28.400,238.000
498,931.700,134.900,14.500,97.500
499,652.900,126.600,14.100,99.500
500,1012.300,264.700,28.100,245.700
501,586.100,216.000,16.100,160.000
502,459.700,176.100,85.800,102.600
503,1561.400,141.200,15.700,252.900
504,1284.500,317.500,190.500,110.400
505,744.300,407.900,35.000,243.000
506,617.300,125.700,19.300,153.700
507,424.700,136.100,55.500,222.400
508,1472.000,344.900,74.400,106.400
509,1195.500,270.800,81.300,131.100
510,544.000,111.400,13.900,96.700
511,1170.900,291.900,79.300,101.000
512,999.600,319.100,33.200,315.600
513,1019.300,133.500,14.800,110.800
514,1123.200,156.500,13.700,98.300
515,765.600,108.700,98.900,132.500
516,420.700,226.100,68.300,106.200
517,1406.800,173.000,16.500,125.100
518,1514.600,140.500,14.900,380.900
519,978.000,335.600,139.900,293.000
520,1004.300,257.100,14.400,119.000
521,805.600,112.700,13.900,219.500
522,645.000,260.600,28.000,306.900
523,1193.500,387.000,41.900,297.000
524,470.900,139.600,240.600,359.500
525,1148.800,132.400,167.600,161.900
526,448.900,428.600,31.200,230.300
527,1715.600,153.000,16.000,105.600
528,491.200,118.800,14.700,370.000
529,539.700,119.300,13.200,402.300
530,747.300,149.000,14.000,206.300
531,616.900,131.900,126.000,277.400
532,515.500,286.100,15.400,112.100
533,375.100,299.800,28.700,526.000
534,565.800,394.300,192.600,279.300
535,541.800,471.600,29.600,228.400
536,968.000,319.200,30.300,412.500
537,742.700,129.500,15.300,90.900
538,1350.300,334.800,213.000,270.500
539,620.600,133.000,17.000,103.600
540,966.600,641.100,29.600,184.100
541,1072.300,129.200,13.700,105.600
542,635.400,134.500,14.400,101.900
543,1265.500,117.800,13.600,171.400
544,482.000,707.700,20.800,189.300
545,422.100,121.200,14.000,104.500
546,550.300,156.800,14.800,127.000
547,565.800,116.300,14.200,195.100
548,410.700,448.300,28.600,261.200
549,764.200,340.800,15.000,193.200
550,721.400,120.700,13.000,101.000
551,1170.200,113.000,13.600,85.100
552,655.800,127.900,12.900,100.800
553,397.700,110.900,116.900,293.300
554,529.000,118.300,14.000,349.300
555,1105.700,392.300,117.900,116.500
556,1346.300,322.900,34.700,270.400
557,887.200,255.700,129.900,105.000
558,1474.700,120.500,13.900,151.900
559,1128.300,128.000,13.300,295.300
560,1111.300,137.100,14.700,105.400
561,781.500,127.400,14.500,106.000
